Name,Bio,Identifier,B.A.,B.S.,J.D.,Ph.D.,M.B.A,M.A.,M.S.,M.P.H.,M.D.,D.M.D.,non-JD,none
"FOXX, Virginia Ann","['a Representative from North Carolina; born in New York, New York \r', 'County, N.Y., June 29, 1943; graduated from Crossnore High School, Crossnore, \r', 'N.C., 1961; A.B., University of North Carolina, Chapel Hill, N.C., 1968; \r', 'M.A.C.T., University of North Carolina, Chapel Hill, N.C., 1972; Ed.D., \r', 'University of North Carolina, Greensboro, N.C., 1985; instructor, Caldwell \r', 'Community College, Hudson, N.C.; instructor, Appalachian State University, \r', 'Boone, N.C.; assistant dean, Appalachian State University, Boone, N.C.; \r', 'president, Mayland Community College, Spruce Pine, N.C., 1987-1994; landscape \r', 'nursery owner; deputy secretary for management, North Carolina Department of \r', 'Administration; member of the Watauga County, N.C., board of education, \r', '1976-1988; member of the North Carolina state senate, 1994-2004; elected as a \r', 'Republican to the One Hundred Ninth and to the six succeeding Congresses \r', '(January 3, 2005-present); chair, Committee on Education &amp; the Workforce \r', '(One Hundred Fifteenth Congress).\r']",F000450,1,0,0,1,0,1,0,0,0,0,1,0
"FRANKEL, Lois","['a Representative from Florida; born in New York, New York County, \r', 'N.Y., May 16, 1948; graduated from Great Neck South High School, Great Neck, \r', 'N.Y., 1966; B.A., Boston University, Boston, Mass., 1970; J.D., Georgetown \r', 'University, Washington, D.C., 1973; lawyer, private practice; member of the \r', 'Florida state house of representatives, 1986-1992, 1994-2002; minority leader , \r', '2000-2002; Mayor of West Palm Beach, Fl., 2003-2011; unsuccessful candidate for \r', 'election to the One Hundred Third Congress in 1992; elected as a Democrat to \r', 'the One Hundred Thirteenth and to the two succeeding Congresses (January 3, \r', '2013-present).\r']",F000462,1,0,1,0,0,0,0,0,0,0,0,0
"FRANKS, Trent","['a Representative from Arizona; born in Uravan, Montrose County, \r', 'Colo., June 19, 1957; attended Ottawa University, Ottawa, Kans.; business \r', 'owner; member of the Arizona state house of representatives, 1985-1987; elected \r', 'as a Republican to the One Hundred Eighth and to the seven succeeding \r', 'Congresses until his resignation on December 8, 2017 (January 3, 2003-December \r', '8, 2017).\r']",F000448,0,0,0,0,0,0,0,0,0,0,0,1
"FRELINGHUYSEN, Rodney P.","[' (son of Peter Hood Ballantine Frelinghuysen, Jr., great-great \r', 'grandson of Frederick Frelinghuysen, and great-great-great nephew of Theodore \r', 'Frelinghuysen), \r', 'a Representative from New Jersey; born in New York, N.Y., April 29, \r', '1946; graduated from St. Albans School, Washington, D.C., 1964; B.A., Hobart \r', 'College, Geneva, N.Y., 1969; graduate studies, Trinity College, Hartford, \r', 'Conn.; United States Army, 1969-1971; state and federal aid coordinator and \r', 'administrative assistant to board of chosen freeholders, Morris County, N.J., \r', '1972; board of chosen freeholders, Morris County, N.J., 1974-1983, director, \r', '1980; member, New Jersey commission on capital budgeting and planning; member \r', 'of the New Jersey state general assembly, 1983-1994; member of the Morris \r', 'County, N.J., Republican Committee; elected as a Republican to the One Hundred \r', 'Fourth and to the eleven succeeding Congresses (January 3, 1995-present); \r', 'chair, Committee on Appropriations (One Hundred Fifteenth \r', 'Congress).\r']",F000372,1,0,0,0,0,0,0,0,0,0,0,1
"FUDGE, Marcia L.","['a Representative from Ohio; born in Cleveland, Cuyahoga County, \r', 'Ohio, October 29, 1952; graduated from Shaker Heights High School, Shaker \r', 'Heights, Ohio, 1971; B.S., Ohio State University, Columbus, Ohio, 1975; J.D., \r', 'Cleveland Marshall College of Law, Cleveland State University, Cleveland, Ohio, \r', '1983; lawyer, private practice; director, Cuyahoga County, Ohio, \r', 'prosecutor&#x2019;s office; director, Cuyahoga County, Ohio, budget commission; \r', 'director, Cuyahoga County, Ohio, personal property tax department; staff, \r', 'United States Representative Stephanie Tubbs Jones of Ohio, 1999-2000; mayor of \r', 'Warrensville Heights, Ohio, 2000-2008; elected as a Democrat to the One Hundred \r', 'Tenth Congress, by special election, to fill the vacancy caused by the death of \r', 'United States Representative Stephanie Tubbs Jones, and reelected to the five \r', 'succeeding Congresses (November 18, 2008-present).\r']",F000455,0,1,1,0,0,0,0,0,0,0,0,0
"GABBARD, Tulsi","['a Representative from Hawaii; born in Leloaloa, American Samoa, \r', 'April 12, 1981; B.S.B.A., Hawaii Pacific University, Honolulu, Hawaii, 2009; \r', 'member of the Hawaii state house of representatives, 2002-2004; Hawaii Army \r', 'National Guard, 2003-present; staff, Senator Daniel Kahikina Akaka of Hawaii; \r', 'member of the Honolulu, Hawaii, city council, 2010-2012; elected as a Democrat \r', 'to the One Hundred Thirteenth and to the two succeeding Congresses (January 3, \r', '2013-present). \r']",G000571,1,1,0,0,0,0,0,0,0,0,0,1
"GALLEGO, Pete P.","['a Representative from Texas; born in Alpine, Brewster County, Tex., \r', 'December 2, 1961; graduated from Alpine High School, Alpine, Tex., 1980; B.A., \r', 'Sul Ross State University, Alpine, Tex., 1982; J.D., University of Texas, \r', 'Austin, Tex., 1985; lawyer; assistant attorney general, Office of the Attorney \r', 'General, State of Texas, 1986-1989; member of the Texas state house of \r', 'representatives, 1991-2012; chairman, Texas state house of representatives \r', 'Democratic caucus, 1991-2001; elected as a Democrat to the One Hundred \r', 'Thirteenth Congress (January 3, 2013-January 3, 2015); unsuccessful candidate \r', 'for reelection to the One Hundred Fourteenth Congress in 2014; unsuccessful candidate for election to the One Hundred Fifteenth Congress in 2016.\r']",G000572,1,0,1,0,0,0,0,0,0,0,0,0
"GARAMENDI, John","['a Representative from California; born in Camp Blanding, Clay \r', 'County, Fla., January 24, 1945; B.A., University of California, Berkeley, \r', 'Calif., 1966; M.B.A., Harvard University, Cambridge, Mass., 1970; businessman; \r', 'rancher; United States Peace Corps, 1966-1968; member of the California state \r', 'assembly 1974-1976; member of the California state senate 1976-1990; California \r', 'state insurance commissioner, 1991-1994, 2002-2006; deputy secretary, United \r', 'States Department of the Interior, 1995-1998; lieutenant governor of \r', 'California, 2007-2009; elected as a Democrat to the One Hundred Eleventh \r', 'Congress, by special election, to fill the vacancy caused by the resignation of \r', 'United States Representative Ellen Tauscher, and reelected to the four \r', 'succeeding Congresses (November 3, 2009-present).\r']",G000559,1,0,0,0,1,0,0,0,0,0,1,0
"GARCIA, Joe","['a Representative from Florida; born in Miami Beach, Miami-Dade \r', 'County, Fla., October 19, 1963; graduated from Belen Jesuit Preparatory School, \r', 'Miami, Fla., 1982; attended Miami Dade Community College; B.A., University of \r', 'Miami, Coral Gables, Fla., 1987; J.D., University of Miami, Coral Gables, Fla., \r', '1991; lawyer, private practice; nonprofit director; chairman of the Florida \r', 'public service commission, 1991-2000; director of the Office of Minority \r', 'Impact, United States Department of Energy, 2009-2010; was an unsuccessful \r', 'candidate for election to the United States House of Representatives in 2008 \r', 'and 2010; elected as a Democrat to the One Hundred Thirteenth Congress (January \r', '3, 2013-January 3, 2015); unsuccessful candidate for reelection to the One \r', 'Hundred Fourteenth Congress in 2014; unsuccessful candidate for \r', 'reelection to the One Hundred Fifteenth Congress in 2016.\r']",G000573,1,0,1,0,0,0,0,0,0,0,0,0
"GARDNER, Cory","['a Senator and a Representative from Colorado; born in Yuma, Yuma \r', 'County, Colo., on August 22, 1974; graduated from Yuma High School, Yuma, \r', 'Colo., 1993; B.A., Colorado State University, Fort Collins, Colo., 1997; J.D., \r', 'University of Colorado, Boulder, Colo., 2001; agricultural advocate; staff, \r', 'United States Senator Wayne Allard of Colorado, 2002-2005; member of the \r', 'Colorado state house of representatives, 2005-2010; elected as a Republican to \r', 'the One Hundred Twelfth and to the succeeding Congress (January 3, 2011-January \r', '3, 2015); was not a candidate for reelection to the House of Representatives \r', 'but was elected as a Republican to the United States Senate in 2014 for the \r', 'term ending January 3, 2021; chair, National Republican Senatorial \r', 'Committee (2017-).\r']",G000562,1,0,1,0,0,0,0,0,0,0,0,0
"GARRETT, Scott","['a Representative from New Jersey; born in Englewood, Bergen County, \r', 'N.J., July 9, 1959; graduated from High Point Regional High School, Sussex, \r', 'N.J., 1977; B.A., Montclair State University, Montclair, N.J., 1981; J.D., \r', 'Rutgers University Law School, Camden, N.J., 1984; lawyer, private practice; \r', 'member of the New Jersey state general assembly, 1990-2002; elected as a \r', 'Republican to the One Hundred Eighth and to the six succeeding Congresses \r', '(January 3, 2003-January 3, 2017); unsuccessful candidate for reelection to the \r', 'One Hundred Fifteenth Congress in 2016.\r']",G000548,1,0,1,0,0,0,0,0,0,0,0,0
"GERLACH, Jim","['a Representative from Pennsylvania; born in Ellwood City, Lawrence \r', 'County, Pa., on February 25, 1955; B.A., Dickinson College, Carlisle, Pa., \r', '1977; J.D., Dickinson College, Carlisle, Pa., 1980; lawyer, private practice; \r', 'member of the Pennsylvania state house of representatives, 1991-1994; member of \r', 'the Pennsylvania state senate, 1995-2002; elected as a Republican to the One \r', 'Hundred Eighth and to the five succeeding Congresses (January 3, 2003-January \r', '3, 2015); was not a candidate for reelection to the One Hundred Fourteenth \r', 'Congress in 2014.\r']",G000549,1,0,1,0,0,0,0,0,0,0,0,0
"GIBBS, Bob","['a Representative from Ohio; born in Peru, Miami County, Ind., June \r', '14, 1954; graduated from Bay Village Senior High School, Bay Village, Ohio, \r', '1972; A.A.S., Ohio State University Agricultural Technical Institute, Wooster, \r', 'Ohio, 1974; technician; farmer; business owner; president, Ohio Farm Bureau \r', 'Federation; member of the Ohio state house of representatives, 2003-2009; \r', 'member of the Ohio state senate, 2009-2010; elected as a Republican to the One \r', 'Hundred Twelfth and to the three succeeding Congresses (January 3, \r', '2011-present).\r']",G000563,0,0,0,0,0,0,0,0,0,0,0,1
"GIBSON, Christopher","['a Representative from New York; born in Rockville Centre, Nassau \r', 'County, N.Y., May 13, 1964; graduated from Ichabod Crane High School, \r', 'Kinderhook, N.Y.; B.A., Siena College, Loudonville, N.Y., 1986; M.P.A., Cornell \r', 'University, Ithaca, N.Y., 1995; Ph.D., Cornell University, Ithaca, N.Y., 1998; \r', 'New York Army National Guard, 1981-1986; United States Army, 1986-2010; \r', 'faculty, United States Military Academy, West Point, N.Y.; elected as a \r', 'Republican to the One Hundred Twelfth and to the two succeeding Congresses \r', '(January 3, 2011-January 3, 2017); was not a candidate for reelection to the \r', 'One Hundred Fifteenth Congress in 2016.\r']",G000564,1,0,0,1,0,0,0,0,0,0,1,0
"GINGREY, Phil","['a Representative from Georgia; born in Augusta, Richmond County, \r', 'Ga., July 10, 1942; graduated from St. Thomas Aquinas High School, Augusta, \r', 'Ga., 1960; B.S., Georgia Institute of Technology, Atlanta, Ga., 1965; M.D., \r', 'Medical College of Georgia, Augusta, Ga., 1969; physician; member of the \r', 'Marietta, Ga., board of education, 1993-1997; member of the Georgia state \r', 'senate, 1999-2002; elected as a Republican to the One Hundred Eighth and to the \r', 'five succeeding Congresses (January 3, 2003-January 3, 2015); unsuccessful \r', 'candidate for nomination to the United States Senate in 2014.\r']",G000550,0,1,0,0,0,0,0,0,1,0,1,0
"GOHMERT, Louie","['a Representative from Texas; born in Pittsburg, Camp County, Tex., \r', 'August 18, 1953; graduated from Mount Pleasant High School, Mount Pleasant, \r', 'Tex., 1971; B.A., Texas A&amp;M University, College Station, Tex., 1975; J.D., \r', 'Baylor University, Waco, Tex., 1977; United States Army, 1978-1982; lawyer, \r', 'private practice; district judge, Smith County, Tex., 1992-2002; chief justice, \r', 'Texas state twelfth circuit court of appeals, 2002-2003; elected as a \r', 'Republican to the One Hundred Ninth and to the six succeeding Congresses \r', '(January 3, 2005-present).\r']",G000552,1,0,1,0,0,0,0,0,0,0,0,0
"GOODLATTE, Robert William","['a Representative from Virginia; born in Holyoke, Hampden County, \r', 'Mass., September 22, 1952; graduated from Classical High School, Springfield, \r', 'Mass., 1970; B.A., Bates College, Lewiston, Maine, 1974; J.D., Washington and \r', 'Lee University, Lexington, Va., 1977; lawyer, private practice; staff, United \r', 'States Representative M. Caldwell Butler of Virginia, 1977-1979; elected as a \r', 'Republican to the One Hundred Third and to the twelve succeeding Congresses \r', '(January 3, 1993-present); one of the managers appointed by the House of \r', 'Representatives in 2009 to conduct the impeachment proceedings of Samuel B. \r', 'Kent, judge of the United States District Court for the Southern District of \r', 'Texas; chair, Committee on Agriculture (One Hundred Eighth and One Hundred \r', 'Ninth Congresses); chair, Committee on the Judiciary (One Hundred Thirteenth \r', 'through One Hundred Fifteenth Congresses).\r']",G000289,1,0,1,0,0,0,0,0,0,0,0,0
"GOSAR, Paul","['a Representative from Arizona; born in Rock Springs, Sweetwater \r', 'County, Wyo., November 22, 1958; graduated from Pinedale High School, Pinedale, \r', 'Wyo., 1977; B.S., Creighton University, Omaha, Nebr., 1981; D.D.S., Creighton \r', 'University, Omaha, Nebr., 1985; dentist; elected as a Republican to the One \r', 'Hundred Twelfth and to the three succeeding Congresses (January 3, \r', '2011-present).\r']",G000565,0,1,0,0,0,0,0,0,0,0,0,1
"GOWDY, Trey","['a Representative from South Carolina; born in Greenville, Greenville \r', 'County, S.C., August 22, 1964; graduated from Spartanburg High School, \r', 'Spartanburg, S.C., 1982; B.A., Baylor University, Waco, Texas, 1986; J.D., \r', 'University of South Carolina School of Law, Columbia, S.C., 1989; lawyer, \r', 'private practice; clerk, South Carolina Court of Appeals; clerk, United States \r', 'District Court; assistant U. S. attorney, district of South Carolina, \r', '1994-2000; solicitor, Seventh Judicial Circuit, 2001-2010; elected as a \r', 'Republican to the One Hundred Twelfth and to the three succeeding Congresses \r', '(January 3, 2011-present); chair, Select Committee on the Events Surrounding \r', 'the 2012 Terrorist Attack in Benghazi (One Hundred Thirteenth Congress); chair, \r', 'Committee on Oversight and Government Reform (One Hundred Fifteenth \r', 'Congress).\r']",G000566,1,0,1,0,0,0,0,0,0,0,0,0
